turn_id,session_id,user_turn_number,auto_rule_pred,human_conflict,annotator_id,adjudicated,notes,annotated_at
00_01_00_04_03_00_00__u0025,00_01_00_04_03_00_00,25,1,1,colleague_ar,1,,2026-05-28T20:41:25+00:00
00_02_05_05_07_00_02__u0024,00_02_05_05_07_00_02,24,0,1,colleague_ar,1,,2026-05-28T20:41:36+00:00
00_02_05_04_07_00_00__u0002,00_02_05_04_07_00_00,2,0,0,colleague_ar,1,,2026-05-28T20:41:45+00:00
00_02_05_05_07_00_01__u0014,00_02_05_05_07_00_01,14,1,1,colleague_ar,1,,2026-05-28T20:41:52+00:00
00_00_00_05_07_00_00__u0030,00_00_00_05_07_00_00,30,1,1,colleague_ar,1,,2026-05-28T20:41:56+00:00
00_02_05_05_07_00_02__u0027,00_02_05_05_07_00_02,27,1,1,colleague_ar,1,,2026-05-28T20:42:03+00:00
00_00_00_05_03_00_00__u0017,00_00_00_05_03_00_00,17,1,1,colleague_ar,1,,2026-05-28T20:42:11+00:00
01_00_00_04_07_00_01__u0007,01_00_00_04_07_00_01,7,1,1,colleague_ar,1,,2026-05-28T20:42:18+00:00
00_02_05_05_07_00_01__u0015,00_02_05_05_07_00_01,15,1,1,colleague_ar,1,,2026-05-28T20:42:44+00:00
00_00_00_05_07_00_00__u0006,00_00_00_05_07_00_00,6,1,1,colleague_ar,1,,2026-05-28T20:43:44+00:00
00_00_00_05_07_00_02__u0018,00_00_00_05_07_00_02,18,1,1,colleague_ar,1,,2026-05-28T20:43:56+00:00
00_00_00_05_07_00_00__u0018,00_00_00_05_07_00_00,18,1,1,colleague_ar,1,,2026-05-28T20:44:03+00:00
01_00_00_04_03_00_00__u0029,01_00_00_04_03_00_00,29,1,1,colleague_ar,1,,2026-05-28T20:44:08+00:00
00_00_00_02_07_00_00__u0018,00_00_00_02_07_00_00,18,1,1,colleague_ar,1,,2026-05-28T20:44:14+00:00
01_00_00_04_07_00_01__u0023,01_00_00_04_07_00_01,23,0,0,colleague_ar,1,,2026-05-28T20:44:22+00:00
00_00_00_05_07_00_00__u0027,00_00_00_05_07_00_00,27,1,1,colleague_ar,1,,2026-05-28T20:44:26+00:00
00_00_00_05_08_00_00__u0003,00_00_00_05_08_00_00,3,1,1,colleague_ar,1,,2026-05-28T20:44:41+00:00
00_00_00_02_07_00_00__u0024,00_00_00_02_07_00_00,24,1,1,colleague_ar,1,,2026-05-28T20:44:47+00:00
00_00_00_05_07_00_00__u0009,00_00_00_05_07_00_00,9,0,0,colleague_ar,1,,2026-05-28T20:45:00+00:00
00_00_00_04_07_00_01__u0002,00_00_00_04_07_00_01,2,1,1,colleague_ar,1,,2026-05-28T20:45:17+00:00
00_00_00_05_03_01_00__u0013,00_00_00_05_03_01_00,13,0,0,colleague_ar,1,,2026-05-28T20:45:26+00:00
00_02_05_05_07_00_02__u0028,00_02_05_05_07_00_02,28,0,1,colleague_ar,1,,2026-05-28T20:45:50+00:00
00_00_00_04_07_00_01__u0016,00_00_00_04_07_00_01,16,1,1,colleague_ar,1,,2026-05-28T20:45:57+00:00
00_00_00_05_08_00_00__u0005,00_00_00_05_08_00_00,5,0,1,colleague_ar,1,,2026-05-28T20:46:06+00:00
00_00_00_05_07_00_01__u0012,00_00_00_05_07_00_01,12,1,1,colleague_ar,1,,2026-05-28T20:46:10+00:00
00_01_00_04_03_00_00__u0018,00_01_00_04_03_00_00,18,1,1,colleague_ar,1,,2026-05-28T20:46:18+00:00
00_02_05_04_07_00_00__u0024,00_02_05_04_07_00_00,24,0,0,colleague_ar,1,,2026-05-28T20:46:25+00:00
00_00_02_04_07_00_00__u0001,00_00_02_04_07_00_00,1,0,0,colleague_ar,1,,2026-05-28T20:46:32+00:00
00_01_00_05_08_01_00__u0002,00_01_00_05_08_01_00,2,0,1,colleague_ar,1,,2026-05-28T20:47:04+00:00
00_00_00_02_07_00_00__u0029,00_00_00_02_07_00_00,29,0,0,colleague_ar,1,,2026-05-28T20:47:14+00:00
00_00_00_02_07_00_00__u0026,00_00_00_02_07_00_00,26,1,1,colleague_ar,1,,2026-05-28T20:47:20+00:00
00_00_00_02_07_00_00__u0002,00_00_00_02_07_00_00,2,0,0,colleague_ar,1,,2026-05-28T20:47:27+00:00
00_00_00_05_07_00_00__u0019,00_00_00_05_07_00_00,19,1,1,colleague_ar,1,,2026-05-28T20:47:31+00:00
00_02_05_05_07_00_01__u0024,00_02_05_05_07_00_01,24,1,1,colleague_ar,1,,2026-05-28T20:47:38+00:00
00_00_00_05_03_01_00__u0001,00_00_00_05_03_01_00,1,0,1,colleague_ar,1,,2026-05-28T20:47:43+00:00
00_02_05_05_07_00_02__u0026,00_02_05_05_07_00_02,26,1,1,colleague_ar,1,,2026-05-28T20:47:50+00:00
00_00_00_05_08_00_00__u0010,00_00_00_05_08_00_00,10,0,1,colleague_ar,1,,2026-05-28T20:48:09+00:00
00_00_00_05_08_00_00__u0013,00_00_00_05_08_00_00,13,0,1,colleague_ar,1,,2026-05-28T20:48:20+00:00
00_00_02_04_07_00_00__u0034,00_00_02_04_07_00_00,34,0,1,colleague_ar,1,,2026-05-28T20:48:31+00:00
01_00_00_02_07_00_00__u0025,01_00_00_02_07_00_00,25,0,0,colleague_ar,1,,2026-05-28T20:49:01+00:00
00_02_05_05_07_00_01__u0002,00_02_05_05_07_00_01,2,1,1,colleague_ar,1,,2026-05-28T20:49:08+00:00
01_00_00_04_07_00_00__u0017,01_00_00_04_07_00_00,17,1,1,colleague_ar,1,,2026-05-28T20:49:12+00:00
00_00_00_04_07_00_02__u0023,00_00_00_04_07_00_02,23,0,1,colleague_ar,1,,2026-05-28T20:49:20+00:00
00_02_05_05_07_00_01__u0028,00_02_05_05_07_00_01,28,1,1,colleague_ar,1,,2026-05-28T20:49:23+00:00
00_00_00_04_07_00_02__u0013,00_00_00_04_07_00_02,13,1,1,colleague_ar,1,,2026-05-28T20:49:24+00:00
00_01_00_04_03_00_00__u0024,00_01_00_04_03_00_00,24,1,1,colleague_ar,1,,2026-05-28T20:49:28+00:00
01_00_00_02_07_00_00__u0016,01_00_00_02_07_00_00,16,0,0,colleague_ar,1,,2026-05-28T20:49:39+00:00
00_00_00_05_08_00_00__u0028,00_00_00_05_08_00_00,28,1,1,colleague_ar,1,,2026-05-28T20:49:41+00:00
00_02_05_04_07_00_00__u0008,00_02_05_04_07_00_00,8,0,0,colleague_ar,1,,2026-05-28T20:49:54+00:00
00_00_00_05_07_00_00__u0022,00_00_00_05_07_00_00,22,1,1,colleague_ar,1,,2026-05-28T20:49:56+00:00
00_00_00_05_07_00_02__u0019,00_00_00_05_07_00_02,19,0,1,colleague_ar,1,,2026-05-28T20:50:04+00:00
01_01_00_05_03_00_00__u0011,01_01_00_05_03_00_00,11,0,1,colleague_ar,1,,2026-05-28T20:50:10+00:00
01_00_00_02_07_00_00__u0005,01_00_00_02_07_00_00,5,0,1,colleague_ar,1,,2026-05-28T20:50:19+00:00
00_00_00_04_07_00_01__u0005,00_00_00_04_07_00_01,5,1,1,colleague_ar,1,,2026-05-28T20:50:24+00:00
00_02_05_05_07_00_01__u0019,00_02_05_05_07_00_01,19,0,1,colleague_ar,1,,2026-05-28T20:50:42+00:00
00_00_00_05_08_00_00__u0017,00_00_00_05_08_00_00,17,1,1,colleague_ar,1,,2026-05-28T20:50:45+00:00
00_01_00_04_03_00_00__u0017,00_01_00_04_03_00_00,17,0,1,colleague_ar,1,,2026-05-28T20:50:49+00:00
00_01_00_04_03_00_00__u0013,00_01_00_04_03_00_00,13,1,1,colleague_ar,1,,2026-05-28T20:50:54+00:00
00_00_00_05_07_00_02__u0025,00_00_00_05_07_00_02,25,0,0,colleague_ar,1,,2026-05-28T20:51:05+00:00
01_00_00_04_07_00_01__u0010,01_00_00_04_07_00_01,10,1,1,colleague_ar,1,,2026-05-28T20:51:09+00:00
00_00_02_04_07_00_00__u0029,00_00_02_04_07_00_00,29,0,0,colleague_ar,1,,2026-05-28T20:51:22+00:00
00_00_00_04_07_00_01__u0008,00_00_00_04_07_00_01,8,1,1,colleague_ar,1,,2026-05-28T20:51:25+00:00
00_01_00_05_08_01_00__u0007,00_01_00_05_08_01_00,7,0,1,colleague_ar,1,,2026-05-28T20:51:40+00:00
01_00_00_04_07_00_00__u0025,01_00_00_04_07_00_00,25,0,0,colleague_ar,1,,2026-05-28T20:51:52+00:00
00_02_05_05_07_00_02__u0017,00_02_05_05_07_00_02,17,1,1,colleague_ar,1,,2026-05-28T20:52:05+00:00
00_00_00_08_08_00_00__u0004,00_00_00_08_08_00_00,4,0,1,colleague_ar,1,,2026-05-28T20:52:15+00:00
01_00_00_04_03_00_00__u0005,01_00_00_04_03_00_00,5,0,0,colleague_ar,1,,2026-05-28T20:52:27+00:00
00_02_05_05_07_00_01__u0010,00_02_05_05_07_00_01,10,1,1,colleague_ar,1,,2026-05-28T20:52:30+00:00
00_01_00_05_08_01_00__u0027,00_01_00_05_08_01_00,27,0,1,colleague_ar,1,,2026-05-28T20:52:53+00:00
00_00_00_05_03_00_00__u0021,00_00_00_05_03_00_00,21,0,1,colleague_ar,1,,2026-05-28T20:53:05+00:00
01_00_00_04_07_00_01__u0029,01_00_00_04_07_00_01,29,0,1,colleague_ar,1,,2026-05-28T20:53:18+00:00
00_00_00_05_03_01_00__u0012,00_00_00_05_03_01_00,12,0,0,colleague_ar,1,,2026-05-28T20:53:30+00:00
01_00_00_04_07_00_00__u0001,01_00_00_04_07_00_00,1,0,0,colleague_ar,1,,2026-05-28T20:53:41+00:00
01_00_00_04_03_00_00__u0017,01_00_00_04_03_00_00,17,1,1,colleague_ar,1,,2026-05-28T20:53:45+00:00
00_00_02_02_03_00_00__u0010,00_00_02_02_03_00_00,10,0,0,colleague_ar,1,,2026-05-28T20:53:55+00:00
00_00_00_02_07_00_00__u0007,00_00_00_02_07_00_00,7,1,1,colleague_ar,1,,2026-05-28T20:54:00+00:00
00_00_02_02_03_00_00__u0004,00_00_02_02_03_00_00,4,0,0,colleague_ar,1,,2026-05-28T20:54:14+00:00
00_00_00_05_07_00_01__u0022,00_00_00_05_07_00_01,22,0,0,colleague_ar,1,,2026-05-28T20:54:21+00:00
01_00_00_02_07_00_00__u0001,01_00_00_02_07_00_00,1,0,1,colleague_ar,1,,2026-05-28T20:54:28+00:00
